Date,Store_ID,Product_ID,Opening_Stock,Closing_Stock,Wastage_Units,Reorder_Level
2024-05-20,S004,P097,225,156,3,80
2024-08-09,S015,P010,472,394,15,109
2024-07-22,S010,P005,494,419,11,198
2024-08-21,S009,P015,328,301,6,148
2024-08-22,S020,P029,400,318,24,162
2024-02-15,S018,P057,383,281,5,192
2024-04-24,S005,P021,513,427,8,150
2024-11-12,S001,P096,522,482,0,166
2024-06-18,S002,P043,207,138,15,186
2024-10-30,S006,P113,213,119,4,97
2024-10-18,S007,P018,194,145,18,88
2024-11-20,S010,P104,421,319,3,170
2024-01-13,S008,P099,451,343,2,128
2024-07-23,S002,P087,190,161,2,89
2024-09-14,S017,P078,106,22,12,172
2024-08-08,S013,P026,548,459,18,162
2024-07-25,S009,P067,406,357,12,151
2024-04-28,S020,P103,322,250,5,116
2024-07-17,S006,P075,543,463,22,137
2024-05-30,S012,P055,255,141,17,170
2024-02-06,S014,P060,159,102,11,157
2024-12-25,S014,P083,213,145,2,137
2024-01-10,S010,P048,143,102,16,194
2024-07-10,S010,P096,453,424,4,187
2024-07-20,S016,P033,373,296,21,128
2024-07-30,S001,P020,533,465,2,127
2024-02-22,S005,P047,491,358,23,126
2024-02-20,S003,P013,238,125,18,84
2024-11-17,S001,P011,305,201,22,134
2024-04-05,S004,P033,562,489,5,92
2024-11-20,S018,P035,233,139,5,93
2024-09-23,S011,P092,101,73,3,149
2024-09-26,S006,P082,257,230,4,117
2024-03-30,S004,P006,399,332,11,189
2024-08-06,S016,P017,465,349,23,103
2024-01-01,S002,P111,221,97,4,143
2024-01-12,S018,P074,424,377,20,100
2024-12-26,S019,P051,534,471,11,173
2024-06-24,S019,P094,338,266,1,182
2024-06-07,S012,P052,390,300,12,137
2024-04-03,S008,P119,599,497,4,126
2024-08-23,S019,P019,476,346,17,129
2024-01-31,S020,P030,467,360,4,128
2024-03-19,S009,P039,200,153,25,151
2024-08-13,S009,P069,334,194,24,110
2024-02-26,S020,P071,185,157,2,142
2024-08-15,S019,P073,118,72,11,136
2024-12-14,S014,P113,593,526,2,123
2024-03-15,S019,P020,344,230,3,127
2024-04-21,S018,P066,331,275,9,167
2024-03-13,S008,P090,378,286,3,118
2024-06-25,S006,P105,492,463,2,88
2024-04-30,S005,P093,236,150,0,183
2024-11-20,S007,P008,351,271,24,132
2024-06-22,S012,P077,233,130,22,91
2024-03-03,S013,P095,484,456,0,99
2024-01-04,S014,P093,171,138,4,82
2024-01-25,S003,P046,568,449,3,196
2024-12-09,S016,P059,205,71,18,143
2024-07-13,S014,P120,491,397,0,82
2024-09-24,S005,P010,353,286,20,127
2024-06-10,S013,P115,421,342,3,90
2024-01-01,S012,P015,431,317,13,147
2024-03-09,S010,P064,541,429,3,126
2024-08-14,S015,P051,582,459,19,128
2024-10-01,S016,P067,394,286,3,166
2024-09-24,S005,P088,173,140,5,173
2024-03-24,S014,P001,104,0,8,161
2024-06-26,S020,P088,140,73,5,80
2024-05-09,S003,P105,576,532,1,185
2024-08-18,S001,P074,441,366,25,115
2024-06-19,S013,P038,182,141,21,192
2024-09-09,S010,P117,460,393,3,177
2024-09-18,S010,P058,549,504,24,124
2024-07-28,S016,P091,260,157,4,110
2024-02-26,S018,P112,131,40,4,158
2024-12-20,S009,P015,268,195,18,163
2024-10-30,S016,P047,481,418,12,188
2024-04-23,S014,P118,456,360,3,115
2024-01-11,S016,P091,271,192,5,129
2024-09-19,S004,P043,391,276,10,95
2024-10-30,S005,P024,442,354,21,114
2024-11-09,S003,P082,346,313,1,153
2024-04-26,S006,P063,188,56,23,186
2024-07-04,S005,P057,146,69,23,169
2024-05-22,S013,P020,274,149,21,151
2024-03-31,S004,P099,534,428,0,161
2024-08-13,S012,P034,239,138,5,147
2024-06-09,S012,P111,583,477,3,102
2024-09-09,S005,P034,418,316,20,150
2024-08-10,S009,P086,180,76,4,95
2024-11-16,S006,P032,235,150,23,153
2024-11-28,S014,P090,496,375,4,106
2024-08-23,S020,P029,550,505,10,96
2024-06-22,S009,P018,463,331,25,191
2024-03-25,S005,P080,447,357,21,157
2024-02-05,S019,P102,447,351,1,200
2024-10-14,S016,P057,249,186,3,199
2024-01-25,S002,P004,131,83,15,133
2024-01-16,S014,P004,384,305,9,196
2024-05-22,S012,P092,320,245,3,187
2024-06-08,S003,P052,524,389,21,179
2024-01-23,S008,P076,396,344,22,165
2024-07-20,S006,P097,564,489,3,105
2024-07-11,S008,P091,531,426,4,196
2024-01-01,S020,P103,522,418,0,95
2024-09-11,S009,P104,509,441,0,150
2024-08-08,S009,P005,220,191,9,117
2024-03-09,S008,P034,206,95,17,111
2024-10-10,S011,P105,177,152,5,173
2024-02-03,S004,P034,214,109,8,123
2024-05-25,S003,P047,300,245,3,172
2024-02-20,S009,P074,224,176,3,171
2024-06-06,S009,P042,350,307,5,84
2024-04-01,S003,P064,490,424,18,189
2024-11-12,S005,P058,123,31,20,151
2024-05-28,S010,P042,599,555,19,147
2024-05-24,S007,P029,362,321,10,183
2024-05-25,S018,P042,143,30,23,132
2024-06-05,S001,P109,571,485,5,144
2024-04-04,S014,P009,581,472,16,123
2024-09-10,S013,P014,591,495,23,187
2024-09-04,S001,P055,486,442,9,169
2024-08-03,S017,P115,389,327,4,152
2024-06-30,S020,P029,544,415,15,133
2024-10-06,S016,P090,387,296,2,121
2024-03-13,S008,P027,389,255,17,180
2024-04-14,S020,P079,492,404,5,80
2024-02-12,S013,P067,414,353,25,98
2024-07-02,S003,P057,168,68,11,137
2024-07-29,S001,P003,194,154,7,174
2024-01-01,S003,P064,539,454,12,109
2024-10-10,S017,P102,385,269,1,145
2024-11-03,S010,P046,290,188,9,144
2024-03-04,S011,P049,147,94,0,127
2024-06-10,S019,P024,503,398,2,95
2024-03-23,S019,P106,552,432,3,124
2024-04-13,S018,P065,330,215,13,109
2024-04-06,S017,P009,175,42,18,115
2024-03-28,S016,P060,585,473,23,123
2024-05-14,S017,P053,130,40,17,188
2024-02-19,S011,P064,242,115,10,187
2024-01-19,S015,P062,501,371,15,123
2024-06-24,S004,P114,528,472,5,142
2024-08-01,S004,P053,598,550,14,109
2024-08-30,S015,P084,247,138,0,200
2024-09-02,S008,P001,550,433,9,162
2024-05-24,S015,P058,226,172,21,173
2024-06-30,S009,P041,115,29,1,116
2024-01-24,S015,P103,361,310,0,95
2024-04-12,S014,P071,417,304,18,91
2024-03-26,S003,P105,251,225,1,85
2024-06-15,S007,P047,368,264,0,162
2024-09-06,S001,P099,317,281,0,148
2024-11-10,S016,P058,131,30,25,179
2024-02-26,S001,P076,371,273,4,194
2024-12-10,S006,P067,575,508,24,93
2024-02-08,S012,P051,244,168,24,188
2024-08-03,S001,P050,423,325,10,199
2024-09-02,S001,P070,470,368,13,171
2024-06-20,S013,P006,296,256,14,176
2024-02-05,S004,P033,513,456,4,187
2024-10-27,S006,P042,439,405,11,166
2024-09-11,S017,P111,557,481,0,122
2024-11-20,S014,P098,423,361,0,116
2024-12-14,S005,P002,220,115,18,80
2024-11-08,S015,P080,577,472,20,108
2024-09-01,S007,P076,332,262,20,82
2024-10-03,S005,P103,322,232,5,124
2024-07-26,S009,P073,464,332,25,81
2024-02-16,S002,P008,600,501,9,163
2024-11-27,S005,P030,417,361,12,167
2024-05-11,S013,P007,377,286,14,84
2024-10-20,S009,P010,200,88,2,162
2024-04-13,S003,P069,547,467,25,105
2024-05-12,S014,P044,421,339,12,127
2024-09-01,S008,P107,430,335,5,158
2024-03-22,S011,P057,323,248,16,151
2024-07-26,S011,P046,149,87,7,95
2024-12-26,S011,P031,582,515,4,156
2024-05-27,S004,P053,271,171,3,187
2024-12-05,S017,P066,403,324,4,138
2024-07-02,S011,P088,155,85,3,151
2024-05-26,S004,P095,476,361,4,101
2024-04-15,S010,P105,468,362,3,96
2024-09-20,S007,P039,516,393,13,152
2024-01-27,S006,P026,343,299,4,195
2024-04-07,S005,P066,361,293,17,141
2024-11-27,S001,P092,228,135,1,147
2024-06-04,S008,P109,139,110,4,138
2024-05-30,S007,P043,313,273,7,157
2024-08-06,S005,P021,120,0,22,159
2024-01-22,S011,P107,479,398,3,180
2024-07-14,S009,P010,122,41,25,126
2024-03-26,S018,P055,298,227,21,112
2024-05-20,S006,P049,343,213,20,95
2024-10-15,S015,P032,407,291,8,110
2024-12-19,S002,P091,416,321,3,113
2024-02-19,S014,P053,222,142,9,125
2024-05-24,S003,P096,258,216,1,85
2024-09-20,S008,P105,444,368,0,90
2024-02-17,S015,P003,558,501,19,155
2024-07-16,S018,P104,343,272,4,129
2024-06-09,S003,P069,460,423,1,122
2024-06-22,S018,P116,371,345,1,170
2024-11-10,S002,P053,244,184,18,87
2024-03-29,S011,P034,460,395,7,153
2024-07-17,S007,P120,277,235,4,104
2024-03-18,S003,P076,387,340,7,124
2024-09-02,S011,P113,237,149,2,120
2024-06-29,S009,P017,313,190,14,94
2024-04-06,S001,P029,460,371,19,160
2024-10-28,S011,P044,199,127,19,101
2024-02-16,S008,P108,289,183,0,100
2024-04-14,S014,P028,121,34,16,177
2024-04-03,S017,P068,446,377,21,163
2024-11-06,S002,P061,210,101,5,188
2024-08-23,S009,P074,163,111,17,151
2024-05-10,S003,P052,595,512,20,147
2024-02-15,S007,P100,320,219,5,111
2024-10-04,S009,P058,490,465,5,128
2024-02-05,S016,P110,443,349,4,195
2024-07-31,S018,P032,422,314,8,80
2024-07-04,S008,P065,273,207,0,87
2024-10-28,S001,P099,283,161,3,103
2024-05-08,S002,P106,243,128,1,100
2024-07-03,S013,P052,129,89,12,156
2024-09-13,S019,P069,345,301,7,158
2024-01-24,S013,P110,387,312,5,84
2024-12-08,S014,P100,280,188,1,194
2024-01-15,S017,P102,490,395,1,123
2024-06-27,S009,P053,273,214,12,121
2024-11-15,S004,P012,107,13,23,96
2024-04-12,S014,P091,381,337,4,157
2024-05-27,S020,P056,448,391,19,139
2024-10-03,S017,P120,359,306,0,88
2024-01-25,S005,P066,291,180,23,80
2024-06-21,S008,P099,177,105,3,118
2024-06-05,S015,P119,192,103,1,129
2024-07-03,S016,P105,569,472,0,174
2024-04-06,S010,P058,417,334,6,192
2024-03-24,S003,P058,341,259,6,195
2024-06-17,S019,P036,162,64,19,109
2024-02-24,S007,P063,324,213,12,86
2024-05-08,S001,P082,279,219,4,148
2024-11-09,S007,P050,127,42,4,170
2024-05-05,S018,P004,572,483,15,138
2024-02-22,S003,P073,238,129,16,145
2024-01-16,S001,P063,297,225,19,148
2024-11-05,S006,P099,389,353,3,169
2024-08-04,S014,P084,358,274,5,145
2024-02-16,S007,P119,532,492,3,120
2024-02-10,S020,P112,507,476,3,163
2024-04-28,S016,P027,504,398,16,104
2024-09-04,S007,P051,593,513,23,132
2024-08-24,S013,P089,265,240,5,104
2024-03-22,S015,P070,410,311,8,197
2024-07-05,S008,P004,214,87,15,113
2024-09-29,S009,P075,341,309,11,104
2024-10-22,S008,P066,385,349,15,148
2024-06-03,S006,P058,221,142,11,107
2024-10-03,S014,P035,259,161,4,102
2024-02-09,S018,P074,404,317,21,105
2024-10-16,S015,P068,380,270,16,122
2024-07-23,S009,P014,390,346,21,88
2024-01-02,S018,P086,542,499,3,122
2024-07-09,S017,P111,276,190,5,153
2024-04-19,S009,P033,226,86,24,106
2024-08-16,S014,P081,270,155,1,151
2024-12-22,S001,P010,435,315,6,102
2024-12-04,S004,P108,342,218,4,111
2024-10-08,S005,P095,525,435,5,129
2024-12-11,S010,P108,230,135,3,146
2024-05-05,S001,P110,467,429,4,118
2024-11-23,S014,P109,270,235,3,87
2024-12-01,S020,P019,592,510,12,117
2024-10-04,S008,P069,507,371,18,129
2024-08-10,S015,P026,599,545,16,82
2024-02-05,S005,P098,496,469,1,94
2024-01-22,S007,P053,437,325,4,99
2024-01-14,S003,P094,170,137,1,184
2024-05-26,S017,P009,540,468,8,142
2024-11-15,S002,P105,462,348,0,122
2024-04-22,S016,P042,429,371,17,170
2024-12-25,S006,P042,285,257,1,164
2024-10-09,S007,P009,573,504,0,127
2024-03-16,S010,P004,122,75,5,105
2024-08-12,S018,P064,540,478,24,140
2024-04-04,S003,P116,517,481,5,105
2024-07-23,S016,P052,528,430,17,119
2024-11-21,S016,P017,587,548,8,179
2024-05-28,S016,P024,381,254,16,163
2024-02-28,S017,P099,377,295,2,155
2024-02-28,S017,P090,371,341,0,168
2024-07-21,S018,P041,365,297,10,197
2024-04-30,S013,P086,346,260,1,148
2024-02-28,S009,P104,256,222,5,129
2024-05-09,S005,P082,179,58,3,84
2024-08-23,S007,P115,504,474,2,83
2024-03-16,S004,P022,514,425,19,198
2024-06-07,S018,P113,203,91,3,110
2024-01-19,S012,P107,560,483,3,186
2024-01-01,S015,P092,122,93,5,124
2024-11-07,S012,P005,591,450,22,143
2024-01-08,S004,P051,556,466,24,133
2024-04-20,S006,P012,587,529,16,82
2024-02-03,S003,P027,174,112,8,195
2024-01-06,S003,P076,177,68,16,83
2024-05-28,S006,P096,103,38,4,199
2024-09-28,S010,P024,442,315,13,168
2024-04-04,S018,P115,263,190,5,122
2024-12-28,S002,P109,522,477,0,199
2024-06-23,S013,P004,363,310,21,181
2024-05-20,S012,P096,131,93,1,170
2024-06-29,S015,P030,191,72,5,172
2024-07-28,S004,P003,364,247,21,162
2024-06-18,S011,P061,276,233,22,178
2024-09-25,S014,P006,538,484,7,176
2024-04-20,S011,P085,363,268,4,123
2024-11-18,S003,P076,202,105,9,177
2024-08-16,S014,P023,546,511,1,177
2024-07-01,S002,P104,582,541,1,166
2024-02-06,S012,P090,177,56,4,102
2024-02-07,S017,P073,322,271,10,157
2024-06-29,S011,P114,449,368,4,199
2024-06-21,S014,P112,184,122,3,132
2024-11-11,S003,P016,291,244,2,143
2024-02-07,S011,P001,190,133,24,157
2024-09-05,S004,P093,104,0,3,115
2024-03-09,S014,P094,547,503,0,116
2024-06-20,S020,P025,435,318,7,125
2024-07-14,S018,P024,458,399,11,83
2024-05-31,S011,P036,388,288,17,95
2024-02-23,S009,P114,441,417,0,117
2024-09-06,S019,P064,233,118,25,189
2024-10-06,S008,P016,211,149,8,88
2024-09-29,S008,P020,326,251,8,147
2024-12-21,S017,P048,232,106,6,141
2024-04-12,S012,P053,489,408,22,182
2024-06-10,S007,P048,494,383,10,102
2024-06-27,S020,P057,274,187,2,138
2024-07-18,S020,P094,188,135,1,143
2024-11-27,S014,P005,569,444,6,170
2024-05-15,S010,P005,579,545,14,189
2024-08-13,S010,P035,355,311,14,188
2024-01-07,S007,P007,289,246,9,98
2024-01-15,S015,P057,480,411,8,126
2024-07-21,S011,P028,523,441,0,103
2024-08-18,S019,P103,220,118,5,114
2024-05-12,S014,P105,342,287,4,108
2024-07-06,S011,P089,196,163,5,200
2024-03-09,S004,P093,428,370,1,149
2024-03-20,S015,P043,233,133,3,197
2024-07-23,S004,P072,273,197,6,135
2024-05-24,S012,P085,141,84,5,102
2024-06-17,S015,P082,123,51,1,149
2024-06-10,S003,P082,474,375,3,143
2024-05-11,S014,P071,527,455,0,113
2024-05-19,S019,P025,329,221,4,165
2024-11-07,S016,P044,393,298,10,148
2024-12-12,S004,P101,131,75,4,196
2024-04-12,S020,P117,411,345,4,97
2024-04-04,S006,P058,575,500,14,169
2024-06-16,S011,P090,518,448,2,196
2024-03-01,S012,P011,291,166,21,159
2024-08-08,S012,P105,449,388,5,128
2024-09-10,S001,P060,578,461,21,189
2024-06-30,S020,P003,221,115,16,99
2024-11-13,S009,P010,440,316,10,86
2024-10-19,S012,P042,586,540,9,131
2024-05-23,S009,P074,111,0,11,81
2024-06-11,S009,P068,494,412,22,188
2024-12-16,S014,P007,450,319,14,180
2024-07-30,S020,P010,121,3,12,80
2024-12-29,S018,P068,144,62,8,169
2024-11-04,S017,P093,540,453,5,198
2024-04-25,S015,P058,440,377,12,89
2024-10-12,S009,P017,515,423,13,196
2024-04-20,S005,P084,408,344,5,197
2024-01-30,S012,P059,574,520,17,165
2024-01-28,S008,P065,320,248,5,115
2024-01-15,S017,P018,584,439,25,111
2024-03-19,S001,P004,208,128,12,178
2024-05-17,S014,P031,402,305,14,93
2024-11-28,S003,P016,459,324,23,155
2024-02-21,S009,P037,513,434,11,175
2024-09-13,S003,P090,329,294,3,109
2024-08-29,S008,P033,248,202,5,110
2024-03-30,S012,P050,394,291,3,141
2024-05-17,S009,P062,382,287,20,135
2024-09-14,S007,P041,523,411,22,154
2024-03-16,S013,P019,264,170,10,133
2024-10-01,S012,P033,508,469,5,155
2024-05-19,S016,P102,590,482,3,94
2024-10-02,S006,P078,458,419,8,93
2024-10-28,S005,P061,538,439,13,178
2024-07-10,S009,P033,464,344,0,148
2024-01-05,S014,P034,105,38,21,147
2024-12-25,S006,P016,327,198,22,132
2024-04-06,S012,P114,330,252,3,193
2024-07-09,S018,P036,378,313,24,138
2024-05-28,S002,P109,386,336,4,93
2024-12-20,S012,P002,327,301,2,139
2024-10-25,S006,P096,442,401,3,101
2024-06-25,S014,P062,329,216,18,136
2024-12-02,S010,P012,461,341,1,177
2024-08-10,S018,P007,562,492,0,113
2024-02-03,S005,P034,310,256,18,129
2024-09-06,S009,P054,219,190,7,184
2024-06-25,S007,P065,353,240,21,155
2024-06-16,S019,P099,383,299,5,169
2024-04-16,S006,P083,104,0,3,153
2024-11-29,S006,P063,594,530,21,174
2024-08-03,S011,P097,575,548,1,147
2024-04-07,S009,P027,256,165,10,177
2024-12-05,S011,P039,209,92,13,158
2024-07-09,S005,P035,241,206,0,135
2024-11-23,S014,P057,104,39,18,155
2024-09-26,S010,P082,140,71,5,164
2024-11-29,S013,P095,195,89,4,190
2024-06-22,S012,P028,246,155,13,145
2024-05-05,S011,P079,171,75,18,182
2024-12-26,S017,P082,102,75,2,146
2024-08-12,S003,P006,223,138,6,121
2024-09-29,S003,P011,191,107,10,151
2024-07-23,S003,P027,449,381,11,82
2024-08-18,S018,P101,459,387,1,121
2024-06-18,S004,P091,461,360,4,109
2024-03-20,S008,P039,114,84,9,90
2024-03-01,S002,P056,466,341,17,176
2024-10-10,S012,P117,179,128,5,102
2024-11-11,S001,P054,362,307,24,166
2024-12-08,S019,P107,384,296,1,93
2024-03-06,S014,P038,500,445,24,185
2024-10-05,S010,P037,328,219,13,142
2024-03-04,S002,P051,337,225,21,193
2024-11-17,S012,P107,580,509,3,100
2024-08-12,S007,P018,536,433,12,174
2024-08-07,S002,P050,404,354,23,83
2024-10-25,S002,P106,359,258,5,167
2024-06-30,S004,P005,294,183,7,157
2024-03-14,S015,P001,406,334,19,188
2024-06-13,S007,P086,500,433,3,149
2024-02-12,S019,P032,182,59,4,99
2024-02-02,S009,P106,225,111,3,102
2024-07-21,S009,P013,584,452,24,183
2024-11-11,S012,P075,215,134,14,142
2024-07-01,S001,P021,419,277,24,88
2024-08-09,S020,P045,170,50,11,118
2024-06-28,S007,P085,505,394,3,102
2024-03-03,S018,P020,203,127,18,88
2024-04-07,S004,P102,170,90,1,132
2024-03-31,S006,P036,590,451,23,180
2024-11-21,S005,P051,349,271,19,120
2024-06-02,S014,P009,104,0,24,170
2024-07-04,S018,P066,176,56,4,108
2024-04-04,S019,P017,217,150,5,170
2024-12-07,S001,P111,133,44,5,115
2024-10-16,S020,P052,368,266,5,155
2024-12-21,S004,P067,515,419,4,127
2024-04-17,S009,P042,232,174,17,196
2024-04-15,S016,P059,408,342,11,131
2024-09-10,S011,P109,319,272,0,200
2024-10-05,S002,P014,272,194,20,147
2024-11-01,S008,P015,267,181,19,124
2024-07-31,S006,P087,343,280,2,170
2024-05-10,S008,P068,191,54,17,175
2024-09-17,S016,P014,420,282,21,92
2024-11-09,S014,P035,357,283,25,172
2024-10-10,S011,P073,236,136,2,105
2024-09-28,S002,P065,312,287,1,138
2024-07-10,S008,P048,239,193,5,124
2024-04-16,S012,P086,332,306,0,143
2024-08-24,S012,P053,189,97,20,153
2024-12-25,S008,P091,277,203,3,86
2024-05-16,S012,P013,359,221,18,87
2024-05-07,S014,P100,122,89,4,155
2024-06-24,S013,P028,283,180,7,98
2024-12-03,S003,P054,409,349,3,170
2024-08-02,S006,P054,175,95,5,144
2024-10-28,S018,P061,456,399,3,119
2024-02-04,S016,P117,278,254,3,194
2024-07-26,S007,P116,231,121,3,101
2024-03-11,S001,P086,327,278,0,189
2024-07-20,S012,P054,142,11,24,110
2024-03-10,S005,P120,279,248,2,169
2024-10-20,S007,P004,302,267,9,197
2024-04-30,S011,P057,405,320,20,190
2024-07-02,S014,P075,104,50,9,138
2024-01-10,S001,P059,395,289,10,120
2024-11-05,S004,P081,223,127,0,163
2024-02-15,S020,P035,477,386,19,114
2024-07-28,S005,P024,323,251,0,165
2024-05-18,S016,P056,174,48,14,155
2024-03-23,S003,P099,434,333,5,102
2024-03-08,S012,P004,461,422,6,97
2024-05-24,S001,P109,394,276,1,98
2024-07-10,S002,P078,394,302,7,153
2024-10-23,S001,P112,479,453,2,83
2024-08-18,S001,P038,110,0,21,89
2024-02-07,S011,P038,409,309,8,150
2024-09-10,S001,P028,490,384,24,130
2024-07-03,S005,P072,410,328,19,144
2024-11-27,S016,P070,251,226,0,150
2024-07-10,S012,P062,369,277,3,111
2024-09-25,S010,P068,197,173,4,159
2024-11-18,S010,P108,124,83,1,117
2024-05-23,S007,P029,196,93,22,107
2024-11-16,S001,P068,538,452,19,185
2024-02-14,S015,P032,100,56,24,183
2024-10-26,S001,P005,480,404,19,164
2024-06-04,S013,P013,317,178,25,167
2024-04-11,S008,P099,160,61,0,184
2024-05-26,S019,P034,124,49,20,171
2024-01-31,S010,P013,220,104,0,152
2024-07-31,S015,P079,270,190,19,155
2024-12-12,S010,P071,336,202,17,195
2024-01-20,S008,P006,183,85,2,88
2024-10-29,S020,P032,263,154,0,195
2024-10-07,S014,P070,451,388,2,152
2024-08-18,S011,P077,478,445,0,141
2024-08-13,S017,P052,134,54,13,120
2024-01-07,S009,P043,592,535,21,199
2024-11-08,S010,P076,133,8,8,189
2024-01-21,S017,P066,272,202,19,93
2024-01-20,S008,P028,592,548,17,134
2024-04-13,S007,P030,540,430,1,159
2024-12-22,S018,P036,331,248,2,151
2024-10-02,S011,P061,221,134,24,174
2024-03-23,S009,P097,553,521,5,100
2024-10-28,S001,P014,216,101,20,193
2024-11-07,S007,P033,337,302,11,169
2024-05-21,S007,P114,343,240,1,97
2024-02-17,S008,P058,279,195,18,149
2024-10-01,S020,P092,371,283,2,107
2024-11-24,S019,P046,407,284,11,102
2024-11-23,S020,P035,529,454,6,99
2024-05-08,S019,P036,400,335,5,187
2024-04-22,S019,P032,108,74,0,87
2024-01-08,S012,P049,518,478,14,129
2024-10-28,S005,P046,507,376,21,193
2024-02-16,S009,P085,180,128,1,189
2024-09-21,S006,P114,438,324,2,134
2024-05-29,S002,P079,378,297,23,134
2024-04-06,S015,P115,300,198,4,132
2024-11-10,S006,P048,303,213,4,137
2024-02-01,S020,P025,495,436,11,113
2024-04-20,S008,P020,446,361,6,193
2024-07-11,S018,P097,478,367,0,141
2024-02-10,S012,P089,249,196,1,133
2024-12-07,S008,P084,185,161,0,90
2024-11-25,S018,P005,416,302,25,105
2024-03-03,S006,P100,294,241,1,133
2024-08-18,S001,P023,214,151,14,101
2024-05-21,S012,P035,432,314,20,85
2024-08-05,S015,P067,596,559,15,83
2024-04-08,S020,P118,343,238,3,188
2024-01-14,S012,P021,512,476,5,93
2024-02-18,S020,P059,453,406,2,91
2024-03-26,S006,P040,241,142,19,131
2024-08-05,S004,P081,419,348,1,135
2024-04-29,S009,P042,155,27,21,128
2024-10-11,S016,P060,336,238,9,82
2024-12-30,S011,P095,308,285,2,112
2024-12-16,S004,P046,417,277,24,142
2024-12-30,S004,P043,487,379,4,112
2024-01-14,S012,P013,339,292,20,132
2024-01-10,S005,P053,167,117,9,84
2024-06-12,S012,P090,100,32,2,102
2024-11-19,S002,P019,271,225,5,114
2024-08-05,S017,P066,571,487,7,193
2024-10-15,S016,P024,448,361,20,91
2024-11-30,S004,P077,310,227,9,112
2024-05-05,S001,P030,255,163,25,123
2024-04-25,S002,P113,120,34,2,80
2024-08-08,S016,P006,482,398,18,95
2024-08-12,S003,P107,467,418,1,195
2024-11-21,S011,P011,424,350,6,108
2024-08-31,S015,P039,288,175,6,196
2024-12-15,S010,P092,519,453,1,156
2024-03-11,S017,P073,469,420,25,164
2024-05-13,S008,P023,540,479,5,142
2024-09-25,S007,P031,481,404,1,176
2024-03-30,S005,P109,350,314,4,161
2024-01-05,S006,P094,332,270,3,88
2024-06-16,S017,P097,413,328,2,95
2024-04-22,S011,P004,126,18,24,123
2024-05-02,S007,P096,478,379,0,164
2024-01-04,S003,P109,105,0,4,116
2024-04-23,S012,P020,592,490,18,123
2024-05-18,S011,P054,522,475,12,136
2024-02-02,S006,P050,375,313,10,165
2024-09-15,S013,P067,287,213,15,105
2024-06-23,S010,P008,275,136,25,170
2024-08-30,S003,P113,207,90,2,193
2024-12-05,S010,P080,220,111,11,144
2024-12-14,S003,P018,435,323,10,172
2024-02-20,S015,P038,527,448,7,120
2024-08-17,S013,P108,277,252,0,116
2024-07-29,S015,P028,458,390,22,98
2024-09-05,S002,P066,193,91,14,86
2024-02-03,S006,P085,585,490,4,187
2024-06-24,S020,P055,413,377,4,105
2024-04-30,S015,P119,169,89,3,148
2024-04-19,S018,P034,194,99,16,128
2024-05-29,S004,P072,555,452,7,152
2024-08-22,S007,P069,137,49,1,140
2024-10-23,S006,P041,257,168,24,116
2024-09-21,S001,P021,430,356,20,113
2024-03-02,S013,P064,490,391,21,187
2024-11-03,S006,P086,374,262,0,152
2024-06-25,S016,P115,422,357,2,200
2024-05-30,S001,P044,224,89,24,185
2024-07-29,S014,P034,438,344,22,168
2024-02-08,S007,P071,388,338,1,179
2024-06-17,S014,P049,264,198,13,136
2024-02-01,S008,P069,140,64,18,144
2024-11-05,S019,P025,260,194,17,126
2024-03-22,S006,P035,107,0,8,175
2024-06-15,S004,P017,568,444,9,182
2024-12-18,S010,P034,368,302,19,140
2024-05-20,S019,P043,257,164,22,142
2024-03-10,S009,P040,286,236,12,94
2024-07-11,S016,P104,253,209,1,147
2024-09-20,S003,P104,354,290,2,197
2024-12-14,S018,P042,424,338,9,80
2024-03-08,S019,P110,277,175,3,130
2024-01-30,S017,P078,600,556,13,179
2024-09-30,S019,P019,396,307,12,162
2024-09-21,S018,P120,110,0,3,140
2024-02-21,S004,P068,389,266,7,98
2024-03-04,S001,P068,131,85,9,137
2024-11-30,S012,P042,137,78,18,113
2024-06-12,S010,P011,178,66,8,129
2024-06-03,S019,P102,576,498,3,135
2024-01-29,S016,P031,597,486,3,124
2024-06-01,S019,P091,511,455,4,192
2024-06-24,S020,P110,330,284,0,169
2024-04-14,S005,P071,322,214,2,161
2024-07-24,S018,P088,443,372,3,177
2024-04-01,S006,P072,132,92,16,160
2024-01-10,S009,P063,191,148,9,151
2024-06-03,S015,P019,530,421,0,165
2024-04-06,S010,P026,593,540,25,153
2024-10-06,S013,P092,585,495,4,170
2024-04-12,S006,P061,380,331,0,172
2024-11-14,S014,P030,114,35,3,183
2024-11-24,S005,P118,574,546,5,88
2024-08-03,S008,P027,178,55,3,102
2024-01-13,S011,P009,547,474,25,89
2024-03-02,S009,P087,420,324,0,81
2024-05-03,S014,P076,264,138,6,116
2024-01-05,S002,P018,174,77,12,159
2024-03-05,S012,P036,408,308,3,102
2024-09-08,S009,P038,396,280,20,152
2024-05-28,S008,P024,411,339,12,196
2024-10-20,S001,P031,432,381,17,154
2024-12-16,S004,P058,122,78,5,195
2024-03-18,S007,P118,592,521,3,97
2024-08-04,S006,P079,431,300,14,108
2024-09-30,S001,P093,306,198,2,189
2024-03-07,S003,P099,557,454,0,137
2024-07-18,S016,P089,175,64,4,173
2024-10-18,S013,P041,406,356,16,160
