Date,Store_ID,Product_ID,Units_Sold,Selling_Price,Discount_%,Revenue
2024-07-06,S005,P082,115,8.01,0.0,921.15
2024-10-31,S005,P004,127,2.62,0.0,332.74
2024-12-02,S016,P032,103,10.18,0.0,1048.54
2024-08-23,S020,P015,14,2.68,0.0,37.52
2024-04-03,S015,P083,86,8.02,0.0,689.72
2024-08-26,S008,P087,69,2.88,0.0,198.72
2024-09-03,S002,P045,63,13.49,0.0,849.87
2024-11-19,S004,P078,50,2.73,0.0,136.5
2024-03-18,S016,P015,73,2.64,0.0,192.72
2024-02-18,S005,P093,57,10.68,0.05,578.32
2024-08-17,S018,P075,40,15.23,0.0,609.2
2024-04-15,S003,P083,70,8.03,0.0,562.1
2024-01-20,S009,P058,15,10.32,0.0,154.8
2024-08-17,S003,P107,102,4.56,0.0,465.12
2024-11-15,S020,P057,110,14.67,0.0,1613.7
2024-02-01,S011,P069,109,13.39,0.0,1459.51
2024-08-02,S015,P067,27,14.3,0.0,386.1
2024-03-22,S009,P115,81,5.52,0.0,447.12
2024-10-27,S008,P076,66,8.83,0.0,582.78
2024-01-26,S004,P018,104,6.1,0.0,634.4
2024-04-07,S010,P109,33,8.63,0.0,284.79
2024-05-04,S002,P023,7,11.9,0.0,83.3
2024-06-23,S016,P034,33,6.96,0.14,197.52
2024-10-15,S014,P114,79,8.42,0.0,665.18
2024-06-17,S017,P117,57,7.98,0.0,454.86
2024-08-03,S010,P103,33,9.2,0.0,303.6
2024-02-25,S012,P055,90,9.74,0.0,876.6
2024-02-12,S008,P072,27,14.9,0.0,402.3
2024-05-12,S004,P025,48,9.28,0.0,445.44
2024-10-01,S006,P032,12,9.89,0.0,118.68
2024-01-20,S013,P083,88,8.28,0.0,728.64
2024-02-21,S016,P034,66,7.25,0.0,478.5
2024-12-29,S010,P044,14,3.63,0.0,50.82
2024-12-29,S008,P041,121,15.43,0.0,1867.03
2024-05-11,S006,P110,34,8.55,0.0,290.7
2024-12-16,S012,P052,88,2.27,0.0,199.76
2024-09-03,S001,P054,78,11.43,0.0,891.54
2024-07-27,S011,P019,126,5.33,0.0,671.58
2024-07-30,S006,P095,30,14.11,0.0,423.3
2024-11-29,S001,P099,62,11.49,0.0,712.38
2024-03-25,S010,P022,53,5.1,0.0,270.3
2024-11-17,S014,P058,77,10.31,0.0,793.87
2024-10-12,S006,P102,10,3.06,0.0,30.6
2024-08-07,S005,P112,63,5.3,0.0,333.9
2024-09-21,S016,P034,32,7.02,0.0,224.64
2024-12-13,S012,P087,72,2.91,0.0,209.52
2024-01-14,S011,P100,48,7.14,0.0,342.72
2024-09-25,S012,P025,63,9.76,0.0,614.88
2024-09-30,S018,P045,54,13.16,0.08,653.79
2024-09-04,S012,P013,59,6.12,0.0,361.08
2024-03-23,S005,P010,22,3.17,0.18,57.19
2024-01-10,S001,P069,74,13.83,0.0,1023.42
2024-12-27,S003,P061,133,5.13,0.0,682.29
2024-04-13,S016,P054,30,11.96,0.0,358.8
2024-03-16,S017,P057,49,14.71,0.0,720.79
2024-01-09,S010,P116,52,8.05,0.0,418.6
2024-12-19,S003,P024,156,10.07,0.0,1570.92
2024-01-14,S002,P098,90,11.91,0.0,1071.9
2024-07-26,S009,P029,9,14.56,0.0,131.04
2024-03-15,S018,P058,16,10.87,0.0,173.92
2024-06-17,S020,P045,70,13.56,0.0,949.2
2024-01-15,S006,P115,72,5.33,0.0,383.76
2024-04-21,S006,P025,35,9.51,0.0,332.85
2024-06-13,S015,P075,19,15.57,0.11,263.29
2024-04-15,S018,P053,101,14.11,0.0,1425.11
2024-02-06,S019,P078,47,2.64,0.0,124.08
2024-10-25,S004,P110,75,8.18,0.0,613.5
2024-11-14,S019,P025,48,9.27,0.0,444.96
2024-12-23,S013,P020,14,9.94,0.0,139.16
2024-11-06,S013,P106,39,2.55,0.0,99.45
2024-12-27,S006,P061,30,5.14,0.0,154.2
2024-05-13,S012,P090,81,6.84,0.0,554.04
2024-03-08,S015,P063,9,4.48,0.0,40.32
2024-11-04,S004,P006,27,14.8,0.0,399.6
2024-01-06,S012,P117,87,8.54,0.0,742.98
2024-10-09,S009,P032,20,10.2,0.0,204.0
2024-12-15,S020,P108,126,11.36,0.0,1431.36
2024-04-10,S002,P001,20,3.02,0.0,60.4
2024-07-01,S015,P070,37,13.77,0.0,509.49
2024-11-17,S018,P105,68,14.82,0.0,1007.76
2024-06-09,S010,P006,81,14.6,0.0,1182.6
2024-01-01,S003,P071,10,5.02,0.0,50.2
2024-03-28,S016,P108,72,11.89,0.0,856.08
2024-08-06,S001,P120,130,10.37,0.0,1348.1
2024-06-07,S007,P029,14,14.09,0.0,197.26
2024-04-19,S016,P007,43,11.57,0.0,497.51
2024-08-06,S003,P008,65,13.81,0.0,897.65
2024-04-24,S007,P112,57,5.27,0.0,300.39
2024-07-24,S013,P091,97,6.66,0.24,490.98
2024-08-15,S001,P069,85,13.47,0.19,927.41
2024-10-17,S005,P111,114,3.65,0.0,416.1
2024-03-19,S010,P105,50,15.62,0.0,781.0
2024-01-17,S016,P097,61,10.92,0.0,666.12
2024-12-22,S013,P053,175,13.68,0.0,2394.0
2024-02-18,S018,P063,97,4.77,0.17,384.03
2024-01-03,S012,P107,27,4.53,0.0,122.31
2024-06-21,S006,P091,62,6.57,0.0,407.34
2024-03-24,S004,P028,113,6.18,0.0,698.34
2024-12-24,S013,P050,54,7.13,0.0,385.02
2024-03-17,S018,P051,66,2.98,0.15,167.18
2024-08-04,S015,P025,55,9.18,0.0,504.9
2024-03-29,S020,P111,110,3.73,0.05,389.78
2024-12-15,S012,P072,25,14.59,0.0,364.75
2024-06-02,S006,P091,75,6.45,0.0,483.75
2024-05-02,S004,P038,9,12.2,0.0,109.8
2024-10-12,S003,P057,110,15.03,0.0,1653.3
2024-12-05,S004,P119,133,9.25,0.0,1230.25
2024-03-19,S017,P002,26,3.26,0.0,84.76
2024-03-21,S001,P018,107,6.21,0.0,664.47
2024-01-28,S008,P004,31,2.64,0.0,81.84
2024-05-05,S016,P051,37,3.05,0.0,112.85
2024-08-27,S001,P003,72,4.04,0.0,290.88
2024-01-13,S005,P015,50,2.56,0.0,128.0
2024-05-16,S018,P094,113,15.09,0.0,1705.17
2024-11-18,S018,P023,78,12.51,0.0,975.78
2024-04-16,S008,P036,63,3.87,0.0,243.81
2024-03-26,S001,P002,58,3.24,0.0,187.92
2024-02-23,S018,P074,87,4.55,0.0,395.85
2024-11-18,S009,P019,42,5.38,0.11,201.1
2024-10-14,S004,P081,32,14.17,0.0,453.44
2024-04-16,S005,P076,29,8.79,0.0,254.91
2024-05-08,S002,P016,76,11.98,0.0,910.48
2024-02-27,S019,P049,64,2.44,0.0,156.16
2024-12-25,S013,P032,161,10.3,0.0,1658.3
2024-01-01,S001,P094,101,14.48,0.0,1462.48
2024-09-09,S003,P081,104,14.09,0.0,1465.36
2024-01-25,S013,P033,11,12.39,0.0,136.29
2024-08-28,S016,P046,16,8.11,0.16,109.0
2024-01-12,S014,P037,80,13.61,0.0,1088.8
2024-08-25,S008,P039,34,10.26,0.0,348.84
2024-01-24,S003,P017,71,4.64,0.0,329.44
2024-01-29,S014,P022,76,5.34,0.0,405.84
2024-05-01,S014,P073,76,2.32,0.0,176.32
2024-03-20,S005,P101,31,12.97,0.15,341.76
2024-11-21,S005,P076,88,8.74,0.0,769.12
2024-01-11,S007,P065,51,3.97,0.0,202.47
2024-12-17,S009,P092,112,5.53,0.0,619.36
2024-08-22,S003,P102,28,3.21,0.0,89.88
2024-08-17,S009,P008,32,13.87,0.0,443.84
2024-12-01,S014,P082,58,8.27,0.0,479.66
2024-11-25,S011,P061,42,4.99,0.0,209.58
2024-07-04,S009,P044,65,3.44,0.0,223.6
2024-12-19,S011,P045,157,12.89,0.0,2023.73
2024-08-21,S020,P101,128,12.98,0.0,1661.44
2024-09-27,S008,P097,40,11.7,0.0,468.0
2024-04-27,S008,P115,27,5.13,0.12,121.89
2024-01-06,S004,P065,104,4.1,0.0,426.4
2024-10-02,S018,P042,127,5.71,0.0,725.17
2024-05-05,S003,P068,42,4.38,0.0,183.96
2024-09-21,S008,P012,63,7.94,0.0,500.22
2024-11-25,S010,P102,48,3.05,0.0,146.4
2024-11-23,S009,P106,27,2.61,0.0,70.47
2024-11-20,S004,P081,39,13.51,0.0,526.89
2024-03-07,S008,P063,72,4.53,0.06,306.59
2024-06-28,S001,P036,119,3.79,0.0,451.01
2024-06-01,S008,P039,83,10.18,0.0,844.94
2024-03-13,S010,P032,48,10.07,0.0,483.36
2024-12-15,S011,P016,52,11.96,0.21,491.32
2024-11-02,S014,P025,23,9.71,0.0,223.33
2024-03-04,S007,P103,28,8.96,0.0,250.88
2024-11-13,S018,P048,67,9.0,0.0,603.0
2024-12-07,S018,P015,57,2.67,0.1,136.97
2024-02-23,S004,P019,58,5.2,0.0,301.6
2024-01-06,S014,P038,43,11.65,0.0,500.95
2024-08-21,S015,P105,57,14.99,0.0,854.43
2024-07-06,S009,P003,14,3.95,0.0,55.3
2024-04-18,S012,P004,68,2.67,0.0,181.56
2024-11-11,S018,P110,11,7.9,0.0,86.9
2024-02-04,S004,P059,39,12.49,0.0,487.11
2024-04-24,S013,P050,62,7.26,0.0,450.12
2024-01-03,S007,P093,6,10.62,0.0,63.72
2024-03-26,S018,P029,40,14.39,0.0,575.6
2024-11-10,S018,P092,115,5.4,0.0,621.0
2024-07-11,S005,P005,24,8.39,0.0,201.36
2024-01-30,S013,P113,97,9.51,0.0,922.47
2024-09-12,S013,P073,66,2.31,0.0,152.46
2024-05-19,S020,P106,79,2.59,0.0,204.61
2024-01-26,S014,P051,36,2.96,0.0,106.56
2024-09-16,S002,P076,31,8.87,0.0,274.97
2024-12-15,S003,P016,128,12.58,0.0,1610.24
2024-10-23,S004,P087,100,2.96,0.0,296.0
2024-12-19,S014,P049,87,2.49,0.0,216.63
2024-12-12,S016,P042,71,5.84,0.0,414.64
2024-05-25,S001,P095,40,14.43,0.0,577.2
2024-07-30,S016,P022,74,5.04,0.0,372.96
2024-11-14,S009,P021,11,10.23,0.0,112.53
2024-09-13,S007,P062,82,15.1,0.11,1102.0
2024-07-17,S004,P001,96,2.94,0.0,282.24
2024-09-15,S004,P054,130,11.44,0.0,1487.2
2024-05-21,S011,P026,67,7.21,0.07,449.26
2024-07-30,S009,P057,12,15.47,0.0,185.64
2024-03-17,S003,P001,114,2.91,0.0,331.74
2024-05-27,S014,P012,66,7.86,0.0,518.76
2024-02-01,S019,P067,21,13.71,0.0,287.91
2024-02-03,S006,P082,43,7.85,0.0,337.55
2024-07-11,S007,P047,14,6.44,0.0,90.16
2024-01-06,S009,P009,81,2.08,0.0,168.48
2024-10-22,S020,P015,79,2.59,0.0,204.61
2024-04-18,S016,P003,87,4.04,0.0,351.48
2024-12-17,S013,P095,156,14.02,0.0,2187.12
2024-06-11,S006,P008,9,13.54,0.0,121.86
2024-03-20,S014,P012,45,7.79,0.0,350.55
2024-11-17,S006,P062,26,15.03,0.14,336.07
2024-04-09,S005,P096,94,9.31,0.0,875.14
2024-01-12,S007,P042,5,5.87,0.0,29.35
2024-11-23,S009,P002,47,3.12,0.0,146.64
2024-06-19,S014,P064,18,15.53,0.0,279.54
2024-03-20,S015,P056,23,8.34,0.0,191.82
2024-10-31,S005,P110,37,8.46,0.0,313.02
2024-03-06,S014,P072,64,14.88,0.0,952.32
2024-06-23,S004,P005,50,8.5,0.0,425.0
2024-03-31,S019,P017,82,4.66,0.0,382.12
2024-05-15,S014,P096,73,9.6,0.11,623.71
2024-07-03,S007,P081,8,13.49,0.0,107.92
2024-11-12,S003,P112,18,5.52,0.0,99.36
2024-04-18,S015,P096,64,9.37,0.0,599.68
2024-04-09,S017,P088,55,12.41,0.0,682.55
2024-10-09,S016,P120,21,10.16,0.24,162.15
2024-05-17,S013,P042,91,6.04,0.0,549.64
2024-07-22,S014,P046,54,7.97,0.0,430.38
2024-12-23,S019,P058,78,10.82,0.14,725.81
2024-03-24,S017,P080,90,11.55,0.0,1039.5
2024-08-18,S005,P003,27,3.97,0.24,81.46
2024-01-28,S013,P114,89,8.65,0.0,769.85
2024-07-07,S015,P053,70,13.86,0.0,970.2
2024-09-26,S015,P115,12,5.67,0.11,60.56
2024-07-04,S005,P075,93,14.94,0.0,1389.42
2024-09-13,S003,P003,96,3.94,0.15,321.5
2024-05-23,S018,P089,23,2.17,0.0,49.91
2024-08-30,S004,P033,63,13.16,0.0,829.08
2024-07-09,S006,P117,40,8.36,0.0,334.4
2024-06-17,S014,P085,66,8.08,0.0,533.28
2024-07-12,S005,P033,91,12.23,0.23,856.96
2024-03-03,S004,P096,9,9.5,0.17,70.96
2024-08-13,S019,P054,12,11.67,0.0,140.04
2024-02-04,S003,P069,6,13.56,0.0,81.36
2024-07-21,S018,P027,39,4.6,0.0,179.4
2024-08-26,S001,P049,35,2.45,0.0,85.75
2024-04-04,S017,P018,13,5.9,0.0,76.7
2024-11-23,S004,P052,35,2.31,0.0,80.85
2024-10-23,S002,P055,37,9.39,0.0,347.43
2024-05-08,S019,P090,31,6.87,0.0,212.97
2024-08-11,S017,P119,69,9.21,0.23,489.33
2024-06-20,S020,P059,44,12.92,0.0,568.48
2024-11-25,S020,P008,49,14.07,0.0,689.43
2024-04-07,S005,P026,89,6.89,0.0,613.21
2024-08-24,S019,P045,23,13.5,0.22,242.19
2024-08-16,S004,P091,66,6.51,0.0,429.66
2024-10-03,S017,P056,83,8.22,0.0,682.26
2024-02-20,S001,P041,127,15.08,0.14,1647.04
2024-08-31,S004,P061,23,4.93,0.0,113.39
2024-02-14,S003,P058,81,10.39,0.0,841.59
2024-09-11,S010,P013,26,6.13,0.0,159.38
2024-09-30,S002,P059,90,12.35,0.0,1111.5
2024-06-26,S009,P025,50,9.32,0.07,433.38
2024-03-26,S016,P081,34,13.61,0.0,462.74
2024-09-19,S007,P080,31,11.69,0.0,362.39
2024-11-05,S005,P076,40,9.23,0.0,369.2
2024-09-21,S010,P104,17,8.03,0.18,111.94
2024-06-26,S017,P030,16,11.25,0.0,180.0
2024-11-02,S011,P086,88,7.48,0.0,658.24
2024-05-13,S011,P091,66,6.64,0.0,438.24
2024-08-26,S018,P112,100,5.23,0.0,523.0
2024-02-21,S011,P004,41,2.61,0.0,107.01
2024-03-29,S011,P106,101,2.51,0.0,253.51
2024-01-23,S014,P038,41,12.0,0.0,492.0
2024-11-03,S019,P035,54,3.16,0.0,170.64
2024-02-18,S015,P025,69,9.19,0.0,634.11
2024-06-05,S016,P112,8,5.75,0.22,35.88
2024-01-25,S014,P011,68,14.29,0.0,971.72
2024-09-24,S005,P011,72,14.73,0.0,1060.56
2024-01-21,S011,P107,93,4.57,0.0,425.01
2024-09-29,S001,P027,127,4.63,0.0,588.01
2024-09-23,S015,P077,30,8.35,0.0,250.5
2024-06-11,S003,P088,40,13.02,0.0,520.8
2024-01-29,S002,P110,58,8.48,0.0,491.84
2024-11-23,S014,P030,18,11.03,0.11,176.7
2024-12-02,S015,P097,30,11.64,0.0,349.2
2024-11-19,S018,P025,50,9.63,0.0,481.5
2024-11-28,S004,P027,80,4.61,0.0,368.8
2024-01-12,S004,P024,36,10.16,0.19,296.27
2024-02-15,S006,P058,26,10.42,0.0,270.92
2024-10-21,S007,P049,81,2.6,0.16,176.9
2024-05-01,S003,P049,49,2.5,0.0,122.5
2024-08-17,S007,P083,30,8.42,0.0,252.6
2024-04-10,S009,P093,86,10.9,0.0,937.4
2024-11-19,S006,P103,88,8.98,0.06,742.83
2024-02-19,S004,P007,109,11.5,0.0,1253.5
2024-10-05,S014,P059,55,12.42,0.0,683.1
2024-12-20,S018,P029,129,13.86,0.22,1394.59
2024-02-10,S003,P060,75,9.6,0.0,720.0
2024-04-26,S011,P013,111,6.17,0.0,684.87
2024-01-13,S012,P082,45,8.25,0.13,322.99
2024-09-06,S014,P029,11,13.89,0.0,152.79
2024-02-20,S004,P059,24,12.53,0.0,300.72
2024-03-06,S005,P108,33,11.97,0.0,395.01
2024-04-06,S001,P029,92,14.01,0.0,1288.92
2024-02-29,S008,P043,60,13.95,0.0,837.0
2024-10-19,S010,P059,18,12.8,0.0,230.4
2024-08-21,S014,P051,74,3.15,0.0,233.1
2024-03-29,S020,P050,115,6.84,0.0,786.6
2024-02-28,S016,P019,85,5.38,0.0,457.3
2024-03-01,S003,P044,83,3.44,0.0,285.52
2024-07-04,S009,P062,33,15.12,0.0,498.96
2024-01-02,S009,P065,59,4.26,0.12,221.18
2024-01-08,S011,P021,46,9.86,0.0,453.56
2024-11-26,S017,P018,45,6.11,0.07,255.7
2024-11-14,S001,P045,115,13.11,0.0,1507.65
2024-12-24,S008,P105,21,15.36,0.0,322.56
2024-08-05,S015,P105,7,15.21,0.0,106.47
2024-11-20,S002,P063,9,4.73,0.06,40.02
2024-09-13,S002,P083,18,7.9,0.0,142.2
2024-05-25,S007,P114,7,8.37,0.0,58.59
2024-02-16,S020,P105,96,15.35,0.0,1473.6
2024-06-26,S008,P063,46,4.56,0.0,209.76
2024-04-07,S020,P032,88,9.94,0.0,874.72
2024-05-16,S011,P083,10,8.44,0.07,78.49
2024-06-14,S013,P065,80,4.09,0.0,327.2
2024-06-04,S015,P120,45,10.88,0.0,489.6
2024-09-03,S020,P096,88,9.25,0.0,814.0
2024-01-30,S004,P071,114,4.81,0.0,548.34
2024-12-21,S009,P089,41,2.23,0.0,91.43
2024-07-27,S015,P098,47,12.29,0.0,577.63
2024-09-16,S008,P046,76,8.18,0.05,590.6
2024-10-29,S012,P067,35,13.63,0.0,477.05
2024-02-14,S006,P038,9,11.78,0.0,106.02
2024-08-25,S005,P013,120,6.16,0.0,739.2
2024-03-15,S015,P109,69,8.38,0.0,578.22
2024-09-07,S020,P038,126,12.13,0.0,1528.38
2024-09-03,S002,P041,42,14.54,0.0,610.68
2024-02-22,S010,P116,23,7.63,0.0,175.49
2024-10-02,S012,P030,7,11.08,0.0,77.56
2024-03-25,S001,P106,65,2.65,0.0,172.25
2024-03-25,S018,P006,94,14.69,0.0,1380.86
2024-07-16,S012,P110,86,8.61,0.0,740.46
2024-09-03,S010,P072,36,15.32,0.0,551.52
2024-07-08,S020,P004,9,2.57,0.0,23.13
2024-06-27,S020,P002,32,3.14,0.0,100.48
2024-07-14,S007,P008,34,14.01,0.0,476.34
2024-04-09,S003,P052,98,2.3,0.17,187.08
2024-02-24,S002,P031,36,7.83,0.0,281.88
2024-02-05,S004,P040,63,8.8,0.0,554.4
2024-01-10,S020,P103,49,9.03,0.2,353.98
2024-07-26,S014,P077,80,7.98,0.0,638.4
2024-10-03,S010,P050,71,7.05,0.0,500.55
2024-09-06,S005,P090,109,6.72,0.0,732.48
2024-03-02,S001,P014,46,13.49,0.0,620.54
2024-07-12,S009,P115,29,5.19,0.0,150.51
2024-12-30,S013,P032,15,9.92,0.0,148.8
2024-02-26,S015,P020,41,9.76,0.0,400.16
2024-06-17,S013,P043,46,14.27,0.0,656.42
2024-07-09,S002,P085,76,7.67,0.0,582.92
2024-09-27,S010,P040,24,9.02,0.0,216.48
2024-02-09,S017,P075,80,15.43,0.0,1234.4
2024-08-08,S007,P025,8,9.42,0.0,75.36
2024-09-07,S018,P008,76,14.02,0.0,1065.52
2024-12-13,S005,P110,140,8.18,0.0,1145.2
2024-05-15,S009,P041,14,15.13,0.0,211.82
2024-10-20,S010,P022,87,5.31,0.0,461.97
2024-01-18,S012,P119,81,8.89,0.0,720.09
2024-02-16,S008,P082,24,7.74,0.23,143.04
2024-10-29,S005,P101,78,13.83,0.0,1078.74
2024-02-04,S016,P065,35,4.02,0.0,140.7
2024-03-10,S007,P050,21,6.86,0.08,132.54
2024-10-09,S008,P069,35,13.79,0.0,482.65
2024-09-09,S014,P064,63,15.21,0.0,958.23
2024-09-23,S010,P090,54,7.11,0.0,383.94
2024-11-01,S020,P112,93,5.24,0.0,487.32
2024-05-09,S002,P068,89,4.64,0.0,412.96
2024-04-28,S005,P114,6,8.64,0.0,51.84
2024-07-28,S012,P016,36,12.35,0.0,444.6
2024-05-20,S001,P080,122,11.68,0.17,1182.72
2024-09-24,S019,P107,90,4.54,0.1,367.74
2024-05-15,S017,P013,28,6.13,0.09,156.19
2024-12-19,S018,P087,112,2.99,0.23,257.86
2024-09-02,S002,P029,24,14.17,0.05,323.08
2024-10-14,S006,P025,27,9.89,0.0,267.03
2024-05-31,S013,P008,31,13.59,0.0,421.29
2024-11-24,S004,P051,20,3.14,0.0,62.8
2024-12-08,S017,P097,85,11.25,0.0,956.25
2024-09-10,S009,P111,27,3.94,0.0,106.38
2024-08-19,S005,P041,23,15.5,0.0,356.5
2024-06-27,S010,P115,71,5.54,0.0,393.34
2024-03-08,S020,P053,23,13.23,0.0,304.29
2024-04-26,S019,P094,55,15.07,0.0,828.85
2024-12-23,S013,P016,105,12.59,0.05,1255.85
2024-08-15,S004,P016,88,12.29,0.0,1081.52
2024-08-31,S003,P030,48,10.57,0.0,507.36
2024-12-25,S001,P108,166,11.76,0.0,1952.16
2024-02-05,S017,P086,21,7.55,0.0,158.55
2024-10-09,S005,P095,18,14.83,0.0,266.94
2024-06-26,S003,P051,68,3.17,0.0,215.56
2024-04-01,S004,P095,24,14.2,0.0,340.8
2024-11-27,S020,P114,44,8.67,0.0,381.48
2024-04-03,S009,P002,27,3.18,0.0,85.86
2024-02-09,S008,P051,23,3.13,0.0,71.99
2024-01-24,S011,P114,78,8.51,0.0,663.78
2024-03-03,S018,P081,109,13.34,0.0,1454.06
2024-09-21,S010,P043,27,13.71,0.0,370.17
2024-04-15,S005,P080,52,11.77,0.0,612.04
2024-06-15,S018,P070,68,13.89,0.0,944.52
2024-08-13,S007,P106,88,2.64,0.0,232.32
2024-07-06,S019,P083,10,8.01,0.0,80.1
2024-06-05,S011,P115,68,5.18,0.2,281.79
2024-05-21,S012,P046,71,8.11,0.0,575.81
2024-09-18,S007,P065,77,4.06,0.0,312.62
2024-11-30,S017,P104,51,8.2,0.0,418.2
2024-02-28,S008,P101,39,13.59,0.0,530.01
2024-11-21,S006,P085,86,7.58,0.0,651.88
2024-11-23,S012,P098,28,12.64,0.0,353.92
2024-05-28,S009,P012,45,8.14,0.18,300.37
2024-01-24,S020,P083,31,7.99,0.0,247.69
2024-12-03,S005,P111,171,3.74,0.0,639.54
2024-03-07,S015,P038,54,11.89,0.0,642.06
2024-11-21,S017,P093,63,10.59,0.0,667.17
2024-08-17,S015,P084,27,6.06,0.0,163.62
2024-07-22,S012,P083,56,7.93,0.0,444.08
2024-11-17,S001,P032,14,9.85,0.0,137.9
2024-05-26,S003,P047,46,6.33,0.0,291.18
2024-12-03,S002,P008,6,13.85,0.0,83.1
2024-12-12,S003,P044,28,3.5,0.0,98.0
2024-08-20,S016,P088,7,13.28,0.0,92.96
2024-01-23,S015,P103,29,9.19,0.0,266.51
2024-02-22,S008,P004,85,2.7,0.0,229.5
2024-07-14,S020,P045,7,13.4,0.0,93.8
2024-04-26,S020,P114,88,8.55,0.0,752.4
2024-04-01,S010,P062,36,14.4,0.0,518.4
2024-11-06,S017,P096,58,9.56,0.0,554.48
2024-02-09,S011,P112,91,5.43,0.09,449.66
2024-06-11,S017,P090,71,6.77,0.0,480.67
2024-06-24,S020,P082,11,8.02,0.0,88.22
2024-01-20,S006,P018,88,6.15,0.07,503.32
2024-10-07,S004,P118,83,10.71,0.0,888.93
2024-07-10,S007,P098,48,12.28,0.0,589.44
2024-09-18,S006,P048,8,9.24,0.0,73.92
2024-05-18,S017,P112,81,5.45,0.0,441.45
2024-11-29,S014,P042,8,5.88,0.0,47.04
2024-12-03,S019,P102,119,3.18,0.0,378.42
2024-08-09,S006,P061,21,5.09,0.0,106.89
2024-11-26,S003,P082,65,7.86,0.0,510.9
2024-07-03,S001,P009,32,2.21,0.06,66.48
2024-06-08,S014,P069,7,13.84,0.0,96.88
2024-09-18,S006,P066,87,3.43,0.0,298.41
2024-07-23,S019,P015,50,2.55,0.0,127.5
2024-11-02,S008,P116,20,7.59,0.0,151.8
2024-01-17,S012,P087,9,2.83,0.0,25.47
2024-05-27,S011,P063,130,4.74,0.17,511.45
2024-04-08,S004,P021,20,10.01,0.0,200.2
2024-12-30,S016,P024,41,10.64,0.0,436.24
2024-02-06,S020,P037,72,13.83,0.0,995.76
2024-07-10,S019,P070,21,13.46,0.0,282.66
2024-09-15,S009,P047,39,6.29,0.0,245.31
2024-02-06,S011,P105,23,14.66,0.07,313.58
2024-03-02,S014,P014,47,13.56,0.0,637.32
2024-01-23,S009,P047,62,6.57,0.0,407.34
2024-11-04,S009,P066,59,3.42,0.0,201.78
2024-08-08,S005,P049,23,2.49,0.0,57.27
2024-08-09,S010,P034,77,7.21,0.0,555.17
2024-01-21,S009,P008,33,13.94,0.0,460.02
2024-12-08,S007,P062,86,15.05,0.0,1294.3
2024-11-13,S005,P113,53,9.77,0.0,517.81
2024-01-27,S003,P031,10,7.82,0.0,78.2
2024-10-24,S007,P111,63,3.97,0.0,250.11
2024-04-06,S017,P115,68,5.49,0.0,373.32
2024-07-02,S005,P085,11,7.73,0.0,85.03
2024-11-03,S009,P088,78,12.41,0.0,967.98
2024-11-05,S001,P065,94,4.24,0.0,398.56
2024-04-22,S010,P097,30,11.0,0.0,330.0
2024-09-02,S013,P028,37,6.0,0.1,199.8
2024-10-26,S020,P070,100,13.69,0.0,1369.0
2024-01-20,S004,P022,23,5.01,0.0,115.23
2024-08-31,S016,P008,44,13.53,0.0,595.32
2024-10-23,S011,P008,62,14.11,0.0,874.82
2024-05-18,S014,P092,18,5.59,0.21,79.49
2024-02-20,S019,P069,9,13.45,0.0,121.05
2024-02-12,S014,P050,67,6.95,0.0,465.65
2024-06-16,S001,P041,114,14.58,0.0,1662.12
2024-08-07,S007,P032,63,10.31,0.19,526.12
2024-04-27,S002,P073,45,2.41,0.08,99.77
2024-01-07,S017,P105,71,15.15,0.0,1075.65
2024-05-04,S018,P112,65,5.5,0.0,357.5
2024-03-24,S011,P064,63,15.13,0.0,953.19
2024-03-07,S007,P096,71,9.08,0.0,644.68
2024-06-17,S013,P065,36,4.16,0.0,149.76
2024-03-26,S011,P021,41,9.86,0.0,404.26
2024-04-27,S015,P096,29,9.6,0.0,278.4
2024-05-05,S011,P006,81,15.04,0.0,1218.24
2024-06-13,S018,P094,124,15.18,0.0,1882.32
2024-05-30,S006,P060,72,9.12,0.0,656.64
2024-03-17,S018,P085,40,8.07,0.0,322.8
2024-02-12,S014,P027,52,4.67,0.0,242.84
2024-12-25,S012,P041,23,14.71,0.0,338.33
2024-11-20,S005,P024,7,10.4,0.0,72.8
2024-08-14,S004,P051,32,3.08,0.0,98.56
2024-06-17,S016,P038,55,11.93,0.0,656.15
2024-12-24,S014,P109,75,8.48,0.0,636.0
2024-05-27,S015,P104,13,7.96,0.0,103.48
2024-01-31,S013,P038,92,11.9,0.16,919.63
2024-02-07,S017,P029,9,13.77,0.0,123.93
2024-06-18,S005,P091,123,6.61,0.0,813.03
2024-02-01,S003,P046,107,8.41,0.0,899.87
2024-06-23,S018,P025,16,9.76,0.0,156.16
2024-08-16,S008,P080,27,12.06,0.0,325.62
2024-02-02,S001,P037,92,13.28,0.0,1221.76
2024-08-15,S012,P016,12,12.37,0.0,148.44
2024-01-28,S012,P034,8,6.9,0.0,55.2
2024-02-12,S003,P107,61,4.52,0.0,275.72
2024-01-17,S014,P008,16,13.92,0.0,222.72
2024-03-28,S003,P032,81,10.39,0.0,841.59
2024-06-23,S008,P049,31,2.57,0.0,79.67
2024-05-25,S016,P034,12,6.82,0.0,81.84
2024-06-02,S009,P050,69,6.79,0.07,435.71
2024-10-13,S016,P094,6,14.98,0.25,67.41
2024-09-08,S004,P080,123,11.51,0.0,1415.73
2024-05-13,S006,P042,88,5.99,0.0,527.12
